nan;nan;nan;nan;nan;nan;nan;TVR;Quantity
nan;nan;nan;nan;nan;nan;nan;all 18+;all 18+
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:59:00 - 08:59:59;25.01.2020;0,6599;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:20:00 - 09:20:59;25.01.2020;0,4187;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:40:00 - 09:40:59;25.01.2020;0,6240;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:52:00 - 09:52:59;25.01.2020;0,7864;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:04:00 - 10:04:59;25.01.2020;0,8958;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:25:00 - 10:25:59;25.01.2020;0,8894;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:42:00 - 10:42:59;25.01.2020;0,9483;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:02:00 - 11:02:59;25.01.2020;0,7797;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:27:00 - 11:27:59;25.01.2020;0,8927;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:52:00 - 11:52:59;25.01.2020;1,0367;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:28:00 - 12:28:59;25.01.2020;1,1131;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:57:00 - 12:57:59;25.01.2020;0,4751;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:25:00 - 13:25:59;25.01.2020;0,6534;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:52:00 - 13:52:59;25.01.2020;0,5820;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:06:00 - 14:06:59;25.01.2020;0,6352;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:20:00 - 14:20:59;25.01.2020;0,7389;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:07:00 - 15:07:59;25.01.2020;1,0014;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:38:00 - 15:38:59;25.01.2020;0,9014;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:58:00 - 15:58:59;25.01.2020;0,9826;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:28:00 - 16:28:59;25.01.2020;0,8961;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:38:00 - 16:38:59;25.01.2020;0,8848;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:50:00 - 16:50:59;25.01.2020;0,7195;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:02:00 - 17:02:59;25.01.2020;0,6962;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:23:00 - 18:23:59;25.01.2020;0,9107;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:35:00 - 18:35:59;25.01.2020;1,1700;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:48:00 - 18:48:59;25.01.2020;1,1408;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:01:00 - 19:01:59;25.01.2020;1,0208;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:13:00 - 19:13:59;25.01.2020;0,9163;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:25:00 - 19:25:59;25.01.2020;0,9494;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:38:00 - 19:38:59;25.01.2020;0,9591;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:03:00 - 20:03:59;25.01.2020;0,7625;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:18:00 - 20:18:59;25.01.2020;0,6896;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:30:00 - 20:30:59;25.01.2020;0,9246;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:44:00 - 20:44:59;25.01.2020;0,9615;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:05:00 - 21:05:59;25.01.2020;1,0282;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:20:00 - 21:20:59;25.01.2020;0,8573;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:35:00 - 21:35:59;25.01.2020;0,7701;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:57:00 - 21:57:59;25.01.2020;0,6597;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:05:00 - 22:05:59;25.01.2020;0,6463;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:28:00 - 22:28:59;25.01.2020;0,5517;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:03:00 - 23:03:59;25.01.2020;0,4212;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:27:00 - 23:27:59;25.01.2020;0,3098;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:14:00 - 24:14:59;25.01.2020;0,3099;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:35:00 - 24:35:59;25.01.2020;0,2718;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;07:00:00 - 07:00:59;25.01.2020;0,0094;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;07:32:00 - 07:32:59;25.01.2020;0,0329;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;07:43:00 - 07:43:59;25.01.2020;0,0496;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:09:00 - 08:09:59;25.01.2020;0,0246;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:36:00 - 08:36:59;25.01.2020;0,0149;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:53:00 - 08:53:59;25.01.2020;0,0140;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:09:00 - 09:09:59;25.01.2020;0,0868;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:37:00 - 09:37:59;25.01.2020;0,1699;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:48:00 - 09:48:59;25.01.2020;0,2651;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:27:00 - 10:27:59;25.01.2020;0,1103;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:38:00 - 10:38:59;25.01.2020;0,0238;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:49:00 - 10:49:59;25.01.2020;0,0319;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:08:00 - 11:08:59;25.01.2020;0,0345;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:38:00 - 11:38:59;25.01.2020;0,0855;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:55:00 - 11:55:59;25.01.2020;0,0754;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:10:00 - 12:10:59;25.01.2020;0,1247;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:34:00 - 12:34:59;25.01.2020;0,1106;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:47:00 - 12:47:59;25.01.2020;0,1228;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:07:00 - 13:07:59;25.01.2020;0,1599;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:37:00 - 13:37:59;25.01.2020;0,2209;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:50:00 - 13:50:59;25.01.2020;0,2080;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:05:00 - 14:05:59;25.01.2020;0,1839;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:26:00 - 14:26:59;25.01.2020;0,2311;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:49:00 - 14:49:59;25.01.2020;0,2184;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:09:00 - 15:09:59;25.01.2020;0,2052;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:23:00 - 15:23:59;25.01.2020;0,2709;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:34:00 - 15:34:59;25.01.2020;0,2907;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:24:00 - 16:24:59;25.01.2020;0,3310;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:35:00 - 16:35:59;25.01.2020;0,2921;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:48:00 - 16:48:59;25.01.2020;0,3645;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:18:00 - 17:18:59;25.01.2020;0,3702;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:29:00 - 17:29:59;25.01.2020;0,2965;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:54:00 - 17:54:59;25.01.2020;0,3751;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:08:00 - 18:08:59;25.01.2020;0,3732;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:30:00 - 18:30:59;25.01.2020;0,4347;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:41:00 - 18:41:59;25.01.2020;0,3299;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:25:00 - 19:25:59;25.01.2020;0,6996;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:42:00 - 19:42:59;25.01.2020;0,7800;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:55:00 - 19:55:59;25.01.2020;0,7859;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:12:00 - 20:12:59;25.01.2020;0,6019;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:23:00 - 20:23:59;25.01.2020;0,5771;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:45:00 - 20:45:59;25.01.2020;0,5240;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:02:00 - 21:02:59;25.01.2020;0,7467;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:21:00 - 21:21:59;25.01.2020;0,5563;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:43:00 - 21:43:59;25.01.2020;0,5003;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:11:00 - 22:11:59;25.01.2020;0,4071;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:37:00 - 22:37:59;25.01.2020;0,3229;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:49:00 - 22:49:59;25.01.2020;0,3529;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:08:00 - 23:08:59;25.01.2020;0,4441;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:36:00 - 23:36:59;25.01.2020;0,2967;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:48:00 - 23:48:59;25.01.2020;0,2902;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:06:00 - 24:06:59;25.01.2020;0,2857;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:31:00 - 24:31:59;25.01.2020;0,2475;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:47:00 - 24:47:59;25.01.2020;0,2199;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:04:00 - 08:04:59;25.01.2020;0,0792;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:22:00 - 08:22:59;25.01.2020;0,0721;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:41:00 - 08:41:59;25.01.2020;0,0655;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:07:00 - 09:07:59;25.01.2020;0,0284;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:20:00 - 09:20:59;25.01.2020;0,0329;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:38:00 - 09:38:59;25.01.2020;0,0410;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:50:00 - 09:50:59;25.01.2020;0,0468;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:09:00 - 10:09:59;25.01.2020;0,0537;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:19:00 - 10:19:59;25.01.2020;0,0386;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:39:00 - 10:39:59;25.01.2020;0,0614;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:49:00 - 10:49:59;25.01.2020;0,0630;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:07:00 - 11:07:59;25.01.2020;0,1041;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:19:00 - 11:19:59;25.01.2020;0,1224;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:38:00 - 11:38:59;25.01.2020;0,0365;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:52:00 - 11:52:59;25.01.2020;0,0176;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:13:00 - 12:13:59;25.01.2020;0,0430;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:26:00 - 12:26:59;25.01.2020;0,0197;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;12:54:00 - 12:54:59;25.01.2020;0,0617;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:10:00 - 13:10:59;25.01.2020;0,0745;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:28:00 - 13:28:59;25.01.2020;0,0820;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;13:46:00 - 13:46:59;25.01.2020;0,1031;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:04:00 - 14:04:59;25.01.2020;0,0950;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:18:00 - 14:18:59;25.01.2020;0,0866;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:45:00 - 14:45:59;25.01.2020;0,1238;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;14:57:00 - 14:57:59;25.01.2020;0,1294;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:15:00 - 15:15:59;25.01.2020;0,0921;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:33:00 - 15:33:59;25.01.2020;0,1172;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;15:53:00 - 15:53:59;25.01.2020;0,1496;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:10:00 - 16:10:59;25.01.2020;0,1722;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:33:00 - 16:33:59;25.01.2020;0,1362;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;16:46:00 - 16:46:59;25.01.2020;0,1819;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:10:00 - 17:10:59;25.01.2020;0,0903;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:22:00 - 17:22:59;25.01.2020;0,0898;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:38:00 - 17:38:59;25.01.2020;0,0848;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;17:49:00 - 17:49:59;25.01.2020;0,0848;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:09:00 - 18:09:59;25.01.2020;0,0651;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:22:00 - 18:22:59;25.01.2020;0,0662;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;18:53:00 - 18:53:59;25.01.2020;0,1359;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:05:00 - 19:05:59;25.01.2020;0,1230;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:20:00 - 19:20:59;25.01.2020;0,1153;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;19:45:00 - 19:45:59;25.01.2020;0,1034;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:18:00 - 20:18:59;25.01.2020;0,1067;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:36:00 - 20:36:59;25.01.2020;0,1442;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;20:53:00 - 20:53:59;25.01.2020;0,0918;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:11:00 - 21:11:59;25.01.2020;0,1048;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:28:00 - 21:28:59;25.01.2020;0,1387;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;21:44:00 - 21:44:59;25.01.2020;0,1754;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:22:00 - 22:22:59;25.01.2020;0,0575;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:36:00 - 22:36:59;25.01.2020;0,0678;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;22:51:00 - 22:51:59;25.01.2020;0,0771;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:08:00 - 23:08:59;25.01.2020;0,0804;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:25:00 - 23:25:59;25.01.2020;0,0606;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;23:41:00 - 23:41:59;25.01.2020;0,0483;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:04:00 - 24:04:59;25.01.2020;0,0401;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:18:00 - 24:18:59;25.01.2020;0,0417;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:34:00 - 24:34:59;25.01.2020;0,0652;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;24:47:00 - 24:47:59;25.01.2020;0,0391;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:10:00 - 25:10:59;25.01.2020;0,0227;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:22:00 - 25:22:59;25.01.2020;0,0263;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:42:00 - 25:42:59;25.01.2020;0,0039;1
7161;СУПЕР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;25:55:00 - 25:55:59;25.01.2020;0,0202;1
7167;ЦИФРОВОЙ РЕКЛАМНЫЙ КАНАЛ МУЛЬТ ПЛЮС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;06:30:00 - 06:30:59;25.01.2020;0,0022;1
7167;ЦИФРОВОЙ РЕКЛАМНЫЙ КАНАЛ МУЛЬТ ПЛЮС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;07:15:00 - 07:15:59;25.01.2020;0,0181;1
7167;ЦИФРОВОЙ РЕКЛАМНЫЙ КАНАЛ МУЛЬТ ПЛЮС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;07:45:00 - 07:45:59;25.01.2020;0,0181;1
7167;ЦИФРОВОЙ РЕКЛАМНЫЙ КАНАЛ МУЛЬТ ПЛЮС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:15:00 - 08:15:59;25.01.2020;0,0092;1
7167;ЦИФРОВОЙ РЕКЛАМНЫЙ КАНАЛ МУЛЬТ ПЛЮС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;08:45:00 - 08:45:59;25.01.2020;0,0092;1
7167;ЦИФРОВОЙ РЕКЛАМНЫЙ КАНАЛ МУЛЬТ ПЛЮС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:15:00 - 09:15:59;25.01.2020;0,0204;1
7167;ЦИФРОВОЙ РЕКЛАМНЫЙ КАНАЛ МУЛЬТ ПЛЮС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;09:45:00 - 09:45:59;25.01.2020;0,0164;1
7167;ЦИФРОВОЙ РЕКЛАМНЫЙ КАНАЛ МУЛЬТ ПЛЮС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:15:00 - 10:15:59;25.01.2020;0,0131;1
7167;ЦИФРОВОЙ РЕКЛАМНЫЙ КАНАЛ МУЛЬТ ПЛЮС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;10:45:00 - 10:45:59;25.01.2020;0,0073;1
7167;ЦИФРОВОЙ РЕКЛАМНЫЙ КАНАЛ МУЛЬТ ПЛЮС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:15:00 - 11:15:59;25.01.2020;0,0035;1
7167;ЦИФРОВОЙ РЕКЛАМНЫЙ КАНАЛ МУЛЬТ ПЛЮС (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Выходной;Суббота;11:45:00 - 11:45:59;25.01.2020;0,0068;1
