nan;nan;nan;nan;nan;nan;nan;TVR;TVR;Quantity;Quantity
nan;nan;nan;nan;nan;nan;nan;Total;all 18+;Total;all 18+
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:00:00 - 12:29:59;08.01.2020;0,0603;0,0722;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:30:00 - 12:59:59;08.01.2020;0,0303;0,0313;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:00:00 - 13:29:59;08.01.2020;0,0301;0,0361;1;1
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:30:00 - 13:59:59;08.01.2020;0,0812;0,0974;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:00:00 - 14:29:59;08.01.2020;0,0814;0,0976;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:30:00 - 14:59:59;08.01.2020;0,0963;0,1136;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:00:00 - 15:29:59;08.01.2020;0,0815;0,0673;1;1
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:30:00 - 15:59:59;08.01.2020;0,1905;0,1714;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:00:00 - 16:29:59;08.01.2020;0,1976;0,1647;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:30:00 - 16:59:59;08.01.2020;0,2036;0,1765;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:00:00 - 17:29:59;08.01.2020;0,0668;0,0539;1;1
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:30:00 - 17:59:59;08.01.2020;0,1358;0,0830;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:00:00 - 18:29:59;08.01.2020;0,1338;0,0826;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:30:00 - 18:59:59;08.01.2020;0,2440;0,1533;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:00:00 - 19:29:59;08.01.2020;0,1082;0,0808;1;1
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:30:00 - 19:59:59;08.01.2020;0,1488;0,1026;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:00:00 - 20:29:59;08.01.2020;0,0904;0,0414;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:30:00 - 20:59:59;08.01.2020;0,0850;0,0357;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:00:00 - 21:29:59;08.01.2020;0,1047;0,0491;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:30:00 - 21:59:59;08.01.2020;0,0394;0,0224;1;1
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:00:00 - 22:29:59;08.01.2020;0,0634;0,0681;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:30:00 - 22:59:59;08.01.2020;0,0939;0,0970;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:00:00 - 23:29:59;08.01.2020;0,0306;0,0192;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:30:00 - 23:59:59;08.01.2020;0,0165;0,0110;1;1
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:00:00 - 24:29:59;08.01.2020;0,0087;0,0105;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:30:00 - 24:59:59;08.01.2020;0,0579;0,0547;2;2
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;07:00:00 - 07:29:59;08.01.2020;0,0020;0,0023;1;1
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;09:00:00 - 09:29:59;08.01.2020;0,0185;0,0222;1;1
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;11:00:00 - 11:29:59;08.01.2020;0,0139;0,0097;1;1
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;13:00:00 - 13:29:59;08.01.2020;0,0138;0,0166;1;1
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;15:00:00 - 15:29:59;08.01.2020;0,0369;0,0300;1;1
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;17:00:00 - 17:29:59;08.01.2020;0,0682;0,0622;1;1
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;19:00:00 - 19:29:59;08.01.2020;0,1093;0,0795;1;1
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;21:30:00 - 21:59:59;08.01.2020;0,0469;0,0402;1;1
4536;СТС LOVE (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;23:30:00 - 23:59:59;08.01.2020;0,0128;0,0092;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:00:00 - 07:29:59;08.01.2020;0,0126;0,0152;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:30:00 - 07:59:59;08.01.2020;0,0369;0,0394;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:00:00 - 08:29:59;08.01.2020;0,0755;0,0527;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:30:00 - 08:59:59;08.01.2020;0,0419;0,0365;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:00:00 - 09:29:59;08.01.2020;0,3205;0,1395;3;3
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:30:00 - 09:59:59;08.01.2020;0,2027;0,0828;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:00:00 - 10:29:59;08.01.2020;0,7272;0,3334;3;3
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:30:00 - 10:59:59;08.01.2020;0,2752;0,1302;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:00:00 - 11:29:59;08.01.2020;0,2209;0,1124;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:30:00 - 11:59:59;08.01.2020;0,5711;0,3762;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:00:00 - 12:29:59;08.01.2020;0,4698;0,3909;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:30:00 - 12:59:59;08.01.2020;0,8554;0,6493;3;3
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:00:00 - 13:29:59;08.01.2020;0,6263;0,4277;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:30:00 - 13:59:59;08.01.2020;0,6877;0,4206;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:00:00 - 14:29:59;08.01.2020;0,8275;0,4014;3;3
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:30:00 - 14:59:59;08.01.2020;0,3002;0,1592;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:00:00 - 15:29:59;08.01.2020;0,7136;0,5514;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:30:00 - 15:59:59;08.01.2020;0,6921;0,4612;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:00:00 - 16:29:59;08.01.2020;0,4331;0,2698;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:30:00 - 16:59:59;08.01.2020;1,5631;1,0085;3;3
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:00:00 - 17:29:59;08.01.2020;0,6400;0,3697;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:30:00 - 17:59:59;08.01.2020;1,0522;0,6993;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:00:00 - 18:29:59;08.01.2020;1,1176;0,7262;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:30:00 - 18:59:59;08.01.2020;1,4348;1,0879;3;3
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:00:00 - 19:29:59;08.01.2020;0,4589;0,3449;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:30:00 - 19:59:59;08.01.2020;0,9563;0,6943;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:00:00 - 20:29:59;08.01.2020;0,5667;0,3778;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:30:00 - 20:59:59;08.01.2020;0,9322;0,7761;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:00:00 - 21:29:59;08.01.2020;0,5537;0,3586;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:30:00 - 21:59:59;08.01.2020;0,5043;0,3343;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:00:00 - 22:29:59;08.01.2020;0,1210;0,0681;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:30:00 - 22:59:59;08.01.2020;0,5798;0,4001;4;4
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:00:00 - 23:29:59;08.01.2020;0,3242;0,2570;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:30:00 - 23:59:59;08.01.2020;0,2008;0,1448;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:00:00 - 24:29:59;08.01.2020;0,2603;0,1923;2;2
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:30:00 - 24:59:59;08.01.2020;0,0954;0,0718;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;08:00:00 - 08:29:59;08.01.2020;0,0373;0,0222;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;12:00:00 - 12:29:59;08.01.2020;0,2429;0,2081;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;13:00:00 - 13:29:59;08.01.2020;0,2764;0,2159;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;14:00:00 - 14:29:59;08.01.2020;0,2089;0,0892;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;14:30:00 - 14:59:59;08.01.2020;0,2048;0,0714;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;15:00:00 - 15:29:59;08.01.2020;0,2970;0,2425;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;16:00:00 - 16:29:59;08.01.2020;0,4321;0,2729;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;16:30:00 - 16:59:59;08.01.2020;0,3957;0,2415;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;17:30:00 - 17:59:59;08.01.2020;0,4943;0,3182;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;18:00:00 - 18:29:59;08.01.2020;0,4437;0,3103;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;18:30:00 - 18:59:59;08.01.2020;0,3718;0,2887;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;19:00:00 - 19:29:59;08.01.2020;0,4159;0,3278;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;20:00:00 - 20:29:59;08.01.2020;0,4648;0,3348;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;21:00:00 - 21:29:59;08.01.2020;0,2266;0,1707;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;22:00:00 - 22:29:59;08.01.2020;0,1169;0,0685;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;23:00:00 - 23:29:59;08.01.2020;0,1207;0,0856;1;1
5297;КАНАЛ DISNEY (СЕТЕВОЕ ВЕЩАНИЕ);Орбитальный;Праздник;Среда;24:00:00 - 24:29:59;08.01.2020;0,1295;0,0825;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:00:00 - 07:29:59;08.01.2020;0,0699;0,0838;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:30:00 - 07:59:59;08.01.2020;0,1197;0,1434;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:00:00 - 08:29:59;08.01.2020;0,1068;0,1280;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:30:00 - 08:59:59;08.01.2020;0,1413;0,1693;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:00:00 - 09:29:59;08.01.2020;0,1950;0,2170;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:30:00 - 09:59:59;08.01.2020;0,0758;0,0835;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:00:00 - 10:29:59;08.01.2020;0,0646;0,0517;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:30:00 - 10:59:59;08.01.2020;0,3662;0,3626;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:00:00 - 11:29:59;08.01.2020;0,1688;0,1832;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:30:00 - 11:59:59;08.01.2020;0,6268;0,6798;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:00:00 - 12:29:59;08.01.2020;0,2777;0,3076;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:30:00 - 12:59:59;08.01.2020;0,8050;0,9104;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:00:00 - 13:29:59;08.01.2020;0,3647;0,4084;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:30:00 - 13:59:59;08.01.2020;0,5528;0,5890;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:00:00 - 14:29:59;08.01.2020;0,2487;0,2557;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:30:00 - 14:59:59;08.01.2020;0,6663;0,7558;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:00:00 - 15:29:59;08.01.2020;0,3493;0,3852;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:30:00 - 15:59:59;08.01.2020;0,1194;0,1297;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:00:00 - 16:29:59;08.01.2020;0,1668;0,1829;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:30:00 - 16:59:59;08.01.2020;0,3370;0,3605;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:00:00 - 17:29:59;08.01.2020;0,2785;0,2852;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:30:00 - 17:59:59;08.01.2020;0,4282;0,4563;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:00:00 - 18:29:59;08.01.2020;0,2644;0,2928;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:30:00 - 18:59:59;08.01.2020;0,5901;0,6467;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:00:00 - 19:29:59;08.01.2020;0,2279;0,2057;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:30:00 - 19:59:59;08.01.2020;0,5186;0,4763;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:00:00 - 20:29:59;08.01.2020;0,2597;0,2697;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:30:00 - 20:59:59;08.01.2020;0,3684;0,3497;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:00:00 - 21:29:59;08.01.2020;0,2541;0,2731;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:30:00 - 21:59:59;08.01.2020;0,2867;0,2796;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:00:00 - 22:29:59;08.01.2020;0,3180;0,2865;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:30:00 - 22:59:59;08.01.2020;0,2018;0,2041;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:00:00 - 23:29:59;08.01.2020;0,4445;0,4432;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:30:00 - 23:59:59;08.01.2020;0,1738;0,1694;1;1
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:00:00 - 24:29:59;08.01.2020;0,2611;0,2959;2;2
5673;МУЗ ТВ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:30:00 - 24:59:59;08.01.2020;0,0695;0,0804;1;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:30:00 - 07:59:59;08.01.2020;0,2412;0,2211;3;3
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:00:00 - 08:29:59;08.01.2020;0,5130;0,2333;3;3
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;08:30:00 - 08:59:59;08.01.2020;0,8019;0,4292;3;3
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:00:00 - 09:29:59;08.01.2020;1,0075;0,6445;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;09:30:00 - 09:59:59;08.01.2020;0,6100;0,4338;1;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:00:00 - 10:29:59;08.01.2020;2,6854;1,9849;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;10:30:00 - 10:59:59;08.01.2020;1,3374;0,9400;1;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:00:00 - 11:29:59;08.01.2020;2,7303;1,7063;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;11:30:00 - 11:59:59;08.01.2020;2,7593;1,7139;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:00:00 - 12:29:59;08.01.2020;4,3186;2,8917;3;3
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;12:30:00 - 12:59:59;08.01.2020;2,3331;1,5457;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;13:00:00 - 13:29:59;08.01.2020;2,0550;1,2850;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:00:00 - 14:29:59;08.01.2020;2,3511;1,4331;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;14:30:00 - 14:59:59;08.01.2020;1,1619;0,6954;1;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:00:00 - 15:29:59;08.01.2020;2,1917;1,0925;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;15:30:00 - 15:59:59;08.01.2020;2,5386;1,5244;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;16:30:00 - 16:59:59;08.01.2020;3,1000;2,1445;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;17:30:00 - 17:59:59;08.01.2020;2,2099;1,0609;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:00:00 - 18:29:59;08.01.2020;3,4046;1,9257;3;3
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;18:30:00 - 18:59:59;08.01.2020;2,3310;1,3071;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:00:00 - 19:29:59;08.01.2020;2,2382;1,4153;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;19:30:00 - 19:59:59;08.01.2020;4,0525;2,6910;3;3
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:00:00 - 20:29:59;08.01.2020;3,8056;2,3066;3;3
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;20:30:00 - 20:59:59;08.01.2020;1,1200;0,6410;1;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:00:00 - 21:29:59;08.01.2020;2,2415;1,2932;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;21:30:00 - 21:59:59;08.01.2020;0,9451;0,4925;1;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:00:00 - 22:29:59;08.01.2020;0,8519;0,4276;1;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;22:30:00 - 22:59:59;08.01.2020;0,8024;0,4346;1;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:00:00 - 23:29:59;08.01.2020;0,7598;0,5650;1;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;23:30:00 - 23:59:59;08.01.2020;1,1400;0,9862;2;2
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:00:00 - 24:29:59;08.01.2020;0,5446;0,4684;1;1
6638;КАРУСЕЛЬ (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;24:30:00 - 24:59:59;08.01.2020;0,3368;0,2458;1;1
6859;МИР (СЕТЕВОЕ ВЕЩАНИЕ);Сетевой;Праздник;Среда;07:00:00 - 07:29:59;08.01.2020;0,2057;0,2465;2;2
